,MD,mf1,mf2,mH,mA,mE1,mE2,mu->e gamma,alfa,delta,y1,rho1,eta2,eta3,f2,f3,f1,rho2,rho3,k,I1,I2,mu,Rmuv
10446,885.027780332,884.689343916,1625.06843502,607.514752572,612.120865556,616.910687917,884.020281408,2.62168754623e-13,0.0213818147758,-0.00818276248012,0.000324286659772,0.307697329043,-0.00160898466392,-0.00197775017103,0.000377748200597,0.000161905813603,0.00010470781316,0.0162608121173,0.536549793874,-2.36475790993e-05,0.316803685922,0.185606719555,-18.8586523494,-0.0766611884122
10529,961.218393725,960.948491619,1826.07749163,629.892437795,633.181666775,632.415333505,959.988779759,4.06406030044e-18,0.017663846651,-0.00570192443476,0.000483552831203,0.000111074439159,-0.00239920165123,-0.00294907812515,0.000400677906605,0.000171733663745,0.000111063685587,0.17080442256,0.0166190761797,-1.49512962895e-05,0.359699539261,0.202127217323,-17.0983386894,-0.0695054418267
10565,997.198765988,982.228074988,1891.16972905,656.253560653,664.010109076,665.408592828,981.966882238,3.53672005322e-17,0.128692239303,0.000848265163542,0.000333111994008,0.0289522441034,-0.00165277255038,-0.00203157386611,-0.00053579562533,-0.000229646167756,-0.000148516890724,0.00114282607984,0.0108924481564,1.62303819787e-05,0.339110218062,0.188678471638,2.54306582064,0.0103376659375
10730,773.937007752,773.580866834,1483.42318536,690.778210779,696.249862779,694.38793005,772.965428669,3.87878436941e-14,-0.0224009437645,0.033531538721,0.000106845342434,0.00854346583512,-0.000530125159969,-0.000651625307132,0.000636531624291,0.000272822399556,0.000176439846124,0.762815821687,0.286846363834,-4.25934279638e-05,0.103318814735,0.0599220085588,22.2095980342,0.0902829188384
10739,1433.12709571,1432.92599508,2351.27899687,652.873329367,661.319829428,653.96477066,1432.29150624,1.48437910461e-18,-0.0147985013619,0.000434559707518,0.00210649715432,0.00015671622358,-0.0104516220873,-0.0128470443717,0.00113085777195,0.000484694426995,0.000313461835448,0.00218631577633,0.418562939524,-1.21604405975e-06,0.586821536931,0.370324843498,4.0565692767,0.016490119011
10744,1630.82621699,1630.57912763,2204.05213356,901.888365419,909.806633752,911.008228016,1629.65482623,4.3774644786e-17,0.0207587750213,0.0018757517961,0.000114779565331,0.233690038063,-0.000569491697492,-0.000700014317958,-0.0029626165897,-0.00126980048771,-0.000821206041087,0.000483474722775,0.293184024052,8.5187946274e-06,0.471082309411,0.364190487039,19.6886840314,0.0800353009406
10784,853.223415506,849.417387073,1428.48384124,668.558730587,671.598394941,670.337115508,848.935445773,1.52397449956e-20,-0.0811612466566,-0.00428915631657,0.000113227573586,0.000366322281463,-0.000561791316237,-0.000690549075258,-0.000703719523833,-0.000301619655301,-0.000195063622546,0.00528830061305,0.00325302041106,3.63551862276e-05,0.21758531057,0.14097835219,-6.69051466794,-0.0271972140973
10811,922.456857234,921.552208509,986.49714111,517.3878576,525.519461947,526.021863917,921.299476743,4.91683376891e-16,0.118298923029,0.0120400375466,0.000104120673729,0.0118818500992,-0.000516606410342,-0.000635008175853,-0.000534282573994,-0.000228997662199,-0.000148097488867,0.0102549055517,0.000258669771057,5.20727118215e-05,0.457774221754,0.433544984331,39.5943250513,0.160952540859
10880,863.003095251,862.621016654,1202.2555977,697.296709838,697.533507328,703.034312022,861.766465095,4.64895253283e-20,0.0335468591259,0.0154221860014,0.000106019854883,0.0129118647386,-0.000526029410823,-0.000646590847354,-0.000693717477733,-0.000297332700634,-0.000192291160963,0.000323117113058,0.00222163685071,3.93865855045e-05,0.189668110244,0.14609576497,22.0181548978,0.0895046947065
10893,999.139585242,998.993428145,1281.57699532,849.000890106,851.083226732,858.454004852,998.07814672,1.2505002845e-21,-0.022744371889,-0.0146284882847,0.000108121198256,0.000381509073516,-0.000536455461843,-0.000659406459989,-0.00142178516302,-0.000609388167101,-0.000394103836811,0.000135206950031,0.38937645187,1.88440108879e-05,0.143048091417,0.118488562166,-21.7961792926,-0.0886023548481
10953,707.967159934,694.246643624,1072.71822013,615.973831077,617.716358837,620.145691316,693.666124931,2.78285050991e-14,0.191570320364,0.00327992452585,0.000152137674905,0.158022480452,-0.000754848151624,-0.000927852884156,-0.000683642934059,-0.000293014672943,-0.000189498603818,0.0252385773051,0.553163668845,2.78517231996e-05,0.10779339573,0.0764498939088,1.82130151829,0.00740366470851
10970,736.269876709,736.21187247,1142.98070734,657.612065204,660.825351097,658.37792462,735.810879494,5.3109842663e-15,0.0119417054097,-0.0494608899682,0.000130853085768,0.321161401258,-0.000649242273407,-0.000798043042962,0.000778895944323,0.000333840853188,0.000215901732637,0.000849863579413,0.0334858425876,-2.84220083953e-05,0.10703571237,0.075603125667,-30.6464877963,-0.124579218684
11051,888.496447617,887.654490734,958.736829865,799.165196786,801.776365024,804.214694911,887.417940816,3.36826919917e-19,0.109049875565,-0.000883714074229,0.000592859016989,0.0036029686466,-0.00294153656172,-0.00361571155307,0.0041655749333,0.00178539777989,0.0011546533938,0.0031219376357,0.00352487660124,-1.17298320441e-06,0.0952036175346,0.090165866102,-0.715052222283,-0.00290671635074
11067,787.431789885,786.840974184,1633.66498413,674.167528347,682.971826835,681.615513718,786.62935966,1.25846350704e-20,0.0264167840089,-0.0159508484893,0.000137075133164,0.00183515160082,-0.000680113659996,-0.000835989887003,0.000694387702846,0.000297619964324,0.000192476940289,0.00149944179982,0.0265064203985,-3.04338907208e-05,0.13643102739,0.072696816499,-14.1362777728,-0.0574645437918
11071,1423.32659456,1422.76512111,1459.41369474,720.147803166,721.374283347,721.781275386,1422.64255065,5.28564918191e-16,0.124094144453,-1.00645523122e-05,0.00213287345473,0.000243459044529,-0.0105824910625,-0.0130079073954,0.0476972968584,0.0204434320066,0.0132211871289,0.00112722354544,0.000126254807668,-2.84747105638e-08,0.52954965276,0.518744110927,-0.0869595013378,-0.000353493907877
11125,1227.09584499,1227.01536615,1396.00055608,809.708000759,812.934096841,812.276069291,1226.56077423,4.21563804333e-16,-0.0218248361513,0.0040393479791,0.000749627957386,0.00163566087205,-0.00371936325695,-0.00457180946626,0.000559304127356,0.000239722094369,0.000155033199296,0.158668397282,0.200313937652,-6.90914608038e-06,0.356043672148,0.321813028141,19.6140739156,0.0797320077869
11193,1663.05114779,1662.75127639,2121.74299626,836.885775016,841.468254781,838.006104566,1662.59781088,8.65604127284e-19,0.0255630339337,-0.00178120168948,0.000358787636813,0.103595319873,-0.00178016513427,-0.00218816373935,0.00090677976916,0.000388652854078,0.00025134977876,0.000133051518607,0.127773444926,-8.90387148016e-06,0.533299247096,0.432492168264,-21.1142636291,-0.0858303399557
11233,1620.48315735,1620.1727421,2103.19995407,950.217029345,956.479114615,957.859229416,1619.57963384,1.1298241279e-15,-0.0253531689896,0.000598776429538,0.00018878809636,0.148125854195,-0.000936693331715,-0.00115137542237,0.00514048498763,0.00220325180351,0.00142488816833,0.00415584915417,0.000699788496086,-2.98496657271e-06,0.434792838459,0.349706582721,5.87093648992,0.0238655954875
11286,785.902830763,785.574073213,797.479228852,679.922086166,689.594585885,681.987824379,784.935815148,2.00863020333e-17,-0.166951260336,0.0451891644106,0.000248935850026,0.864831342447,-0.00123512316317,-0.00151820281571,0.000524492147903,0.000224801409512,0.000145383686117,0.000212838838607,0.104011418984,-2.21866503133e-05,0.133934301687,0.132528965795,39.1785343944,0.159262334936
11338,1558.86809741,1557.76195663,2000.46164782,559.401087433,566.453239454,568.975466372,1557.38536144,5.45832422303e-15,0.0500070935163,-0.000247277621753,0.00164407255175,0.0198049930448,-0.00815725051405,-0.0100268224807,0.000932911474362,0.000399853105952,0.000258593211558,0.0204224445915,0.00278238109719,-1.88867295317e-06,0.68965760807,0.549114093885,-2.9877120296,-0.012145170852
11353,806.670076084,806.080018878,954.703827428,578.558340932,582.736823463,585.89832197,805.459493347,3.68824294485e-18,-0.0630508076277,0.000495163725826,0.000195125899847,0.0018991375046,-0.000968139055139,-0.00119002823633,0.00840379118342,0.00360193019253,0.00232944219372,0.00380682052405,0.184485237827,-1.76655841569e-06,0.284566713402,0.249650774478,0.869606971505,0.00353498768904
11380,1923.67554798,1920.62048486,2859.47703933,923.849824745,933.448938686,928.915159804,1919.67544891,6.8021809541e-22,-0.0570750483546,0.000326471622041,0.000250986469919,0.0002068993452,-0.00124529754395,-0.00153070907744,0.00225546810782,0.000966711154349,0.000625191947571,0.000151494056958,0.00126520779456,-5.11718565277e-06,0.555906494676,0.388583888798,5.29692625001,0.0215322205285
11442,1005.28548073,998.893810003,1469.5769223,845.904828635,854.449944042,847.508088673,998.784682504,7.54408413047e-16,-0.116796745407,-0.00176213541444,0.000381119189773,0.0061860569057,-0.00189096564101,-0.00232435877345,-0.00044841562973,-0.000192194422764,-0.000124296078451,0.152306674987,0.00848326110687,1.69502698355e-05,0.155251581838,0.114457691963,-2.82937542966,-0.0115015261368
11506,709.881883883,709.541728015,1244.23042917,579.674785165,586.093161252,582.637061598,708.762430295,3.07225515331e-21,0.0252251953638,0.00918273032286,0.000114177498789,0.000116209121997,-0.000566504476762,-0.000696342451816,-0.00138066635526,-0.000591764326633,-0.000382706137409,0.00328957646505,0.018413225564,1.83759122208e-05,0.183046184555,0.114458191395,8.59785995275,0.0349506502144
11510,1178.16955258,1178.10517068,1201.54765271,976.842200918,977.98108477,977.808580722,1177.33772461,7.28421724005e-17,-0.0524299075139,0.00784236134384,0.000643924979447,0.0934223861077,-0.00319490606666,-0.00392715117892,0.00148263351387,0.000635468243025,0.000410970357266,0.000511934909449,0.00256749913533,-3.03423412838e-06,0.174148646887,0.171722628583,19.3861705918,0.0788055715112
11541,1446.85867722,1436.57823709,1880.82318597,657.144097138,660.524586588,661.566021597,1436.04406185,1.36523245023e-20,0.15271582078,-0.000385790642403,0.000617767242342,0.000505199476592,-0.00306512151778,-0.0037676211228,0.000465405666397,0.000199476484479,0.000129005537244,0.000197738171411,0.000513365546738,-1.00753845777e-05,0.582217383354,0.459283155682,-3.60300949993,-0.014646380081
11556,1431.01615001,1428.03223136,2115.8689331,535.406111968,540.215151041,541.330429768,1427.65462055,4.44089625906e-15,0.0659121261206,0.000684083146245,0.000618554725884,0.002527382936,-0.00306902870577,-0.00377242380481,-0.000666019880004,-0.000285461295057,-0.000184613679288,0.120406855915,0.0234478592282,7.03157887201e-06,0.674173679711,0.466682723321,6.86315279351,0.0278989950956
11599,1378.09702158,1374.90943166,1788.70123605,618.670694083,625.754381126,622.737968861,1374.43344226,2.30505454307e-17,-0.0878819024681,0.00326601103385,0.000104368815269,0.166066828164,-0.000517837592447,-0.000636521534354,0.000596981171207,0.000255870768086,0.00016547687808,0.000211848650274,0.00583364364828,-4.64929161591e-05,0.590826687636,0.468521447741,28.1871862808,0.114582058052
11618,1814.96119365,1814.8895765,2272.51242874,908.776156891,909.756992964,912.070567617,1813.95607069,1.27214561965e-19,0.0125102497272,0.0015914084614,0.000180527812802,0.00321360041544,-0.000895709007617,-0.00110099784214,-0.0039874045363,-0.00170903256348,-0.00110526644077,0.00010488283008,0.0419737924708,4.02423890553e-06,0.534504487827,0.440917056344,22.4927378593,0.0914338937372
11668,1177.87831238,1177.58702069,1615.58599833,593.642599444,601.086290681,597.418640385,1176.77034106,7.58702198774e-22,-0.0257914435235,0.00530796423875,0.000179383671274,0.00056990603732,-0.000890032220994,-0.00109401998463,0.000737483534876,0.000316091172756,0.000204422649947,0.000242244327846,0.053387709458,-2.18969152645e-05,0.528924560197,0.40116984231,31.3647539905,0.127498999961
11671,668.780740564,667.634232343,1490.89979464,585.068968127,590.157952184,587.64395178,667.393762652,3.19307228626e-21,0.0373266887942,-0.0105195860978,0.000238086345751,0.000292981204522,-0.00118129212984,-0.00145203417051,0.000566329703474,0.000242733310877,0.000156980614825,0.000303549550595,0.159415073031,-2.14839604681e-05,0.121836019895,0.0603599319983,-6.05247412447,-0.0246035533515
11688,1128.6381028,1128.5050786,1136.87560491,941.184025562,950.291054864,950.794738635,1128.39729962,1.12078226919e-13,0.126399687868,-0.00885768585038,0.000412287261609,0.324456563731,-0.00204560952807,-0.0025144457152,0.00252615853414,0.00108273117414,0.000700224475955,0.0474908304645,0.000546676388531,-2.7813628893e-06,0.161487447996,0.160647240933,-18.8027458187,-0.0764339260923
11754,857.120413282,854.823271969,1428.18053891,515.193729238,523.854199721,520.004632528,854.422180619,3.98647451886e-19,-0.063339061024,0.000728742876412,0.00113017703723,0.00575170497149,-0.00560750023356,-0.00689269126965,0.000405396166137,0.000173755946438,0.000112371537317,0.00300076148162,0.000828000890284,-6.32254687907e-06,0.415557880022,0.263914098309,1.92559405683,0.00782761811721
11757,1418.10912318,1417.60860434,2092.52539875,797.905449517,801.664323996,803.562884125,1416.6209248,1.08808563165e-21,-0.0272357154678,-0.00322840605659,0.000314659734424,0.00011557309214,-0.00156121959317,-0.00191903775508,-0.000488931365865,-0.000209559782049,-0.000135526612766,0.00191225795744,0.0002255032304,1.8829080134e-05,0.461796599016,0.329018596106,-25.2612915067,-0.102688176856
11762,1159.56046388,1148.04877404,2144.19770009,900.845449645,910.803378026,902.704864062,1147.50810398,1.10369503303e-21,0.107707869807,0.00099934835999,0.000242140207591,0.000176355763887,-0.00120140582041,-0.00147675774672,-0.000756588927333,-0.000324279892397,-0.000209718463032,0.00143352516781,0.00355819315748,1.58121630124e-05,0.220758456794,0.129101748353,2.88345144851,0.0117213473517
11784,1444.90758598,1444.08401041,1705.15720709,887.372932569,890.003475367,895.081538964,1443.31935182,2.87211891506e-18,0.0561951950362,0.00460711222163,0.000224158069041,0.000211924384169,-0.00111218542148,-0.00136708879636,-0.000411741493588,-0.000176475603082,-0.000114130395096,0.138546794841,0.119413647511,3.13862306586e-05,0.402662556752,0.35226260271,33.9539645125,0.138024245986
11787,789.403293863,788.498906092,1526.75726714,503.059694068,512.948108339,503.403365098,787.870036003,2.81585920133e-17,-0.0350075617826,8.43728597819e-05,0.000604215143502,0.000435753383063,-0.00299788125815,-0.00368496997144,0.0135112438111,0.00579102406992,0.00374517414061,0.0225320039344,0.000792268469862,-3.54838910999e-07,0.381703427848,0.209567742491,0.178169045605,0.000724264413027
11810,1135.8064984,1132.69647265,1718.89202467,967.588301819,971.404771536,973.128302234,1132.02601508,5.23053665222e-17,-0.0729030172378,0.00303922884938,0.000337795239326,0.194900711514,-0.00167600899772,-0.00206013590821,0.000420298853274,0.000180143353928,0.000116502404858,0.00189445381497,0.000217180081224,-2.04035832708e-05,0.143575039121,0.103101562235,5.84443055432,0.0237578477818
11818,678.621916686,671.888802437,1247.87537167,549.797464171,554.967770731,551.002102945,671.260012661,1.86175246927e-21,0.108330710857,-0.0040465929732,0.000202487762531,0.00164738212047,-0.00100466576322,-0.00123492655312,0.000427689545964,0.000183311062235,0.000118551026845,0.000173466194616,0.00162948622428,-3.34495868576e-05,0.184337699835,0.108984336211,-3.41934305233,-0.0138997685054
11896,1120.03214479,1118.37068904,1806.77656354,800.291196047,806.599187071,804.122789645,1118.2666696,1.62842384172e-20,-0.0491469933269,0.00336660077719,0.000163380788315,0.00508213405254,-0.000810632120858,-0.000996422061456,0.000667914520954,0.000286273352888,0.000185138853757,0.000483506028578,0.0404075176828,-2.65458295715e-05,0.293770850724,0.195885386613,11.6879463221,0.047511976919
11900,1008.6222229,986.486721084,1815.26714165,876.04903446,882.342521357,885.504176702,985.549236932,1.29489997739e-22,-0.164163796868,0.00270192978795,0.00013209689518,0.000686820160805,-0.000655413573426,-0.000805628752101,0.000704709896966,0.00030204413692,0.000195338143523,0.000306103374689,0.000194108248681,-3.11182520152e-05,0.103157759444,0.0622740043841,2.90759338408,0.0118194853011
11902,1104.98610745,1094.88597633,2077.89962656,862.506174026,868.690192426,865.584809438,1094.0886914,3.18862639148e-17,0.101538385629,0.000274336138696,0.000150161778043,0.000130048588516,-0.000745044517546,-0.000915802341096,-0.00500866134702,-0.00214675116697,-0.00138834804687,0.592505220282,0.000243398204537,3.85156386816e-06,0.215930931233,0.12435878199,0.706220293632,0.00287081420176
